case_id,activity,timestamp,resource,supplier_name
CASE-0217,Last Mile Delivery,2025-06-04T16:13:47Z,R-Ops1,GreenFreight Ltd.
CASE-0218,Order Received,2025-09-14T23:22:00Z,R-Ops1,Deecan Roadlines
CASE-0218,Warehouse Pick & Pack,2025-09-14T23:56:49Z,R-Ops1,Deecan Roadlines
CASE-0218,Customs Clearance,2025-09-15T03:41:44Z,R-Ops1,Deecan Roadlines
CASE-0218,Road Transport Dispatch,2025-09-15T14:24:17Z,R-Ops1,Deecan Roadlines
CASE-0218,Last Mile Delivery,2025-09-16T13:05:42Z,R-Ops1,Deecan Roadlines
CASE-0219,Order Received,2025-01-16T20:17:00Z,R-Ops3,GreenFreight Ltd.
CASE-0219,Warehouse Pick & Pack,2025-01-16T21:57:31Z,R-Ops3,GreenFreight Ltd.
CASE-0219,Customs Clearance,2025-01-17T01:45:39Z,R-Ops3,GreenFreight Ltd.
CASE-0219,Road Transport Dispatch,2025-01-17T07:35:09Z,R-Ops3,GreenFreight Ltd.
CASE-0219,Recycling Processing,2025-01-18T02:20:24Z,R-Ops3,GreenFreight Ltd.
CASE-0219,Last Mile Delivery,2025-01-18T04:28:49Z,R-Ops3,GreenFreight Ltd.
CASE-0220,Order Received,2025-05-07T22:04:00Z,R-Ops3,FastCargo Ltd.
CASE-0220,Warehouse Pick & Pack,2025-05-07T22:41:23Z,R-Ops3,FastCargo Ltd.
CASE-0220,Customs Clearance,2025-05-08T01:18:23Z,R-Ops3,FastCargo Ltd.
CASE-0220,Road Transport Dispatch,2025-05-08T11:00:00Z,R-Ops3,FastCargo Ltd.
CASE-0220,Last Mile Delivery,2025-05-09T09:23:47Z,R-Ops3,FastCargo Ltd.
CASE-0221,Order Received,2025-01-03T09:28:00Z,R-Ops1,EcoLink Carriers
CASE-0221,Warehouse Pick & Pack,2025-01-03T10:30:23Z,R-Ops1,EcoLink Carriers
CASE-0221,Customs Clearance,2025-01-03T13:35:08Z,R-Ops1,EcoLink Carriers
CASE-0221,Road Transport Dispatch,2025-01-03T18:38:44Z,R-Ops1,EcoLink Carriers
CASE-0221,Last Mile Delivery,2025-01-04T14:08:02Z,R-Ops1,EcoLink Carriers
CASE-0222,Order Received,2025-01-14T02:22:00Z,R-Ops1,GreenFreight Ltd.
CASE-0222,Warehouse Pick & Pack,2025-01-14T03:41:52Z,R-Ops1,GreenFreight Ltd.
CASE-0222,Customs Clearance,2025-01-14T08:05:08Z,R-Ops1,GreenFreight Ltd.
CASE-0222,Truck Delivery Transport Dispatch,2025-01-14T18:21:40Z,R-Ops1,GreenFreight Ltd.
CASE-0222,Last Mile Delivery,2025-01-15T12:29:04Z,R-Ops1,GreenFreight Ltd.
CASE-0223,Order Received,2025-05-05T18:33:00Z,R-Ops5,EcoLink Carriers
CASE-0223,Warehouse Pick & Pack,2025-05-05T19:18:15Z,R-Ops5,EcoLink Carriers
CASE-0223,Customs Clearance,2025-05-05T22:49:38Z,R-Ops5,EcoLink Carriers
CASE-0223,Road Transport Dispatch,2025-05-06T03:56:16Z,R-Ops5,EcoLink Carriers
CASE-0223,Recycling Processing,2025-05-06T23:52:09Z,R-Ops5,EcoLink Carriers
CASE-0223,Last Mile Delivery,2025-05-07T02:07:57Z,R-Ops5,EcoLink Carriers
CASE-0224,Order Received,2025-07-04T08:15:00Z,R-Ops1,GreenFreight Ltd.
CASE-0224,Warehouse Pick & Pack,2025-07-04T09:49:52Z,R-Ops1,GreenFreight Ltd.
CASE-0224,Customs Clearance,2025-07-04T13:48:52Z,R-Ops1,GreenFreight Ltd.
CASE-0224,Road Transport Dispatch,2025-07-04T22:44:52Z,R-Ops1,GreenFreight Ltd.
CASE-0224,Recycling Processing,2025-07-05T15:06:10Z,R-Ops1,GreenFreight Ltd.
CASE-0224,Last Mile Delivery,2025-07-05T18:37:39Z,R-Ops1,GreenFreight Ltd.
CASE-0225,Order Received,2025-08-14T10:27:00Z,R-Ops3,GreenFreight Ltd.
CASE-0225,Warehouse Pick & Pack,2025-08-14T12:10:23Z,R-Ops3,GreenFreight Ltd.
CASE-0225,Customs Clearance,2025-08-14T17:36:40Z,R-Ops3,GreenFreight Ltd.
CASE-0225,Road Transport Dispatch,2025-08-15T05:24:18Z,R-Ops3,GreenFreight Ltd.
CASE-0225,Last Mile Delivery,2025-08-15T23:36:42Z,R-Ops3,GreenFreight Ltd.
CASE-0226,Order Received,2025-06-10T05:25:00Z,R-Ops4,Deecan Roadlines
CASE-0226,Warehouse Pick & Pack,2025-06-10T07:22:11Z,R-Ops4,Deecan Roadlines
CASE-0226,Customs Clearance,2025-06-10T10:32:07Z,R-Ops4,Deecan Roadlines
CASE-0226,Road Transport Dispatch,2025-06-10T20:05:42Z,R-Ops4,Deecan Roadlines
CASE-0226,Recycling Processing,2025-06-11T16:51:14Z,R-Ops4,Deecan Roadlines
CASE-0226,Last Mile Delivery,2025-06-11T20:18:12Z,R-Ops4,Deecan Roadlines
CASE-0227,Order Received,2025-02-28T18:12:00Z,R-Ops3,GreenFreight Ltd.
CASE-0227,Warehouse Pick & Pack,2025-02-28T19:35:18Z,R-Ops3,GreenFreight Ltd.
CASE-0227,Customs Clearance,2025-02-28T23:46:15Z,R-Ops3,GreenFreight Ltd.
CASE-0227,Road Transport Dispatch,2025-03-01T09:13:28Z,R-Ops3,GreenFreight Ltd.
CASE-0227,Last Mile Delivery,2025-03-02T09:45:16Z,R-Ops3,GreenFreight Ltd.
CASE-0228,Order Received,2025-05-30T22:04:00Z,R-Ops4,Deecan Roadlines
CASE-0228,Warehouse Pick & Pack,2025-05-30T23:47:42Z,R-Ops4,Deecan Roadlines
CASE-0228,Customs Clearance,2025-05-31T04:58:39Z,R-Ops4,Deecan Roadlines
CASE-0228,Road Transport Dispatch,2025-05-31T12:15:03Z,R-Ops4,Deecan Roadlines
CASE-0228,Incineration Disposal,2025-06-01T09:35:03Z,R-Ops4,Deecan Roadlines
CASE-0228,Last Mile Delivery,2025-06-01T12:43:47Z,R-Ops4,Deecan Roadlines
CASE-0229,Order Received,2025-08-18T19:30:00Z,R-Ops1,GreenFreight Ltd.
CASE-0229,Warehouse Pick & Pack,2025-08-18T20:52:24Z,R-Ops1,GreenFreight Ltd.
CASE-0229,Customs Clearance,2025-08-19T01:00:39Z,R-Ops1,GreenFreight Ltd.
CASE-0229,Truck Delivery Transport Dispatch,2025-08-19T12:23:55Z,R-Ops1,GreenFreight Ltd.
CASE-0229,Landfill Disposal,2025-08-20T10:34:54Z,R-Ops1,GreenFreight Ltd.
CASE-0229,Last Mile Delivery,2025-08-20T13:41:12Z,R-Ops1,GreenFreight Ltd.
CASE-0230,Order Received,2025-11-23T02:06:00Z,R-Ops5,FastCargo Ltd.
CASE-0230,Warehouse Pick & Pack,2025-11-23T03:45:12Z,R-Ops5,FastCargo Ltd.
CASE-0230,Customs Clearance,2025-11-23T08:23:01Z,R-Ops5,FastCargo Ltd.
CASE-0230,Road Transport Dispatch,2025-11-23T15:13:26Z,R-Ops5,FastCargo Ltd.
CASE-0230,Last Mile Delivery,2025-11-24T06:40:00Z,R-Ops5,FastCargo Ltd.
CASE-0231,Order Received,2025-08-09T03:00:00Z,R-Ops3,GreenFreight Ltd.
CASE-0231,Warehouse Pick & Pack,2025-08-09T03:38:52Z,R-Ops3,GreenFreight Ltd.
CASE-0231,Customs Clearance,2025-08-09T06:32:09Z,R-Ops3,GreenFreight Ltd.
CASE-0231,Road Transport Dispatch,2025-08-09T16:30:38Z,R-Ops3,GreenFreight Ltd.
CASE-0231,Recycling Processing,2025-08-10T14:23:14Z,R-Ops3,GreenFreight Ltd.
CASE-0231,Last Mile Delivery,2025-08-10T16:46:35Z,R-Ops3,GreenFreight Ltd.
CASE-0232,Order Received,2025-03-19T11:01:00Z,R-Ops5,FastCargo Ltd.
CASE-0232,Warehouse Pick & Pack,2025-03-19T12:14:26Z,R-Ops5,FastCargo Ltd.
CASE-0232,Customs Clearance,2025-03-19T15:25:21Z,R-Ops5,FastCargo Ltd.
CASE-0232,Road Transport Dispatch,2025-03-20T02:47:12Z,R-Ops5,FastCargo Ltd.
CASE-0232,Last Mile Delivery,2025-03-21T02:06:00Z,R-Ops5,FastCargo Ltd.
CASE-0233,Order Received,2025-06-25T14:50:00Z,R-Ops3,SpeedJet Air Cargo
CASE-0233,Warehouse Pick & Pack,2025-06-25T15:38:37Z,R-Ops3,SpeedJet Air Cargo
CASE-0233,Customs Clearance,2025-06-25T19:34:31Z,R-Ops3,SpeedJet Air Cargo
CASE-0233,Road Transport Dispatch,2025-06-26T03:23:04Z,R-Ops3,SpeedJet Air Cargo
CASE-0233,Last Mile Delivery,2025-06-27T01:21:08Z,R-Ops3,SpeedJet Air Cargo
CASE-0234,Order Received,2025-12-30T03:01:00Z,R-Ops1,SpeedJet Air Cargo
CASE-0234,Warehouse Pick & Pack,2025-12-30T04:47:25Z,R-Ops1,SpeedJet Air Cargo
CASE-0234,Customs Clearance,2025-12-30T09:22:56Z,R-Ops1,SpeedJet Air Cargo
CASE-0234,Road Transport Dispatch,2025-12-30T18:47:57Z,R-Ops1,SpeedJet Air Cargo
CASE-0234,Recycling Processing,2025-12-31T19:38:18Z,R-Ops1,SpeedJet Air Cargo
CASE-0234,Last Mile Delivery,2025-12-31T21:07:07Z,R-Ops1,SpeedJet Air Cargo
CASE-0235,Order Received,2025-08-25T07:51:00Z,R-Ops4,FastCargo Ltd.
CASE-0235,Warehouse Pick & Pack,2025-08-25T08:57:27Z,R-Ops4,FastCargo Ltd.
CASE-0235,Customs Clearance,2025-08-25T11:41:43Z,R-Ops4,FastCargo Ltd.
CASE-0235,Road Transport Dispatch,2025-08-25T20:49:09Z,R-Ops4,FastCargo Ltd.
CASE-0235,Last Mile Delivery,2025-08-26T12:06:40Z,R-Ops4,FastCargo Ltd.
CASE-0236,Order Received,2025-10-31T13:24:00Z,R-Ops4,Deecan Roadlines
CASE-0236,Warehouse Pick & Pack,2025-10-31T13:54:24Z,R-Ops4,Deecan Roadlines
CASE-0236,Customs Clearance,2025-10-31T16:45:57Z,R-Ops4,Deecan Roadlines
CASE-0236,Air Freight Dispatch,2025-10-31T22:59:33Z,R-Ops4,Deecan Roadlines
CASE-0236,Last Mile Delivery,2025-11-01T04:10:35Z,R-Ops4,Deecan Roadlines
CASE-0237,Order Received,2025-07-07T10:12:00Z,R-Ops2,FastCargo Ltd.
CASE-0237,Warehouse Pick & Pack,2025-07-07T11:23:10Z,R-Ops2,FastCargo Ltd.
CASE-0237,Customs Clearance,2025-07-07T14:26:08Z,R-Ops2,FastCargo Ltd.
CASE-0237,Road Transport Dispatch,2025-07-08T01:20:12Z,R-Ops2,FastCargo Ltd.
CASE-0237,Last Mile Delivery,2025-07-08T22:43:40Z,R-Ops2,FastCargo Ltd.
CASE-0238,Order Received,2025-10-28T03:22:00Z,R-Ops4,FastCargo Ltd.
CASE-0238,Warehouse Pick & Pack,2025-10-28T04:23:40Z,R-Ops4,FastCargo Ltd.
CASE-0238,Customs Clearance,2025-10-28T08:13:33Z,R-Ops4,FastCargo Ltd.
CASE-0238,Air Freight Dispatch,2025-10-28T13:36:22Z,R-Ops4,FastCargo Ltd.
CASE-0238,Last Mile Delivery,2025-10-28T18:48:31Z,R-Ops4,FastCargo Ltd.
CASE-0239,Order Received,2025-12-11T04:20:00Z,R-Ops1,FastCargo Ltd.
CASE-0239,Warehouse Pick & Pack,2025-12-11T05:00:36Z,R-Ops1,FastCargo Ltd.
CASE-0239,Customs Clearance,2025-12-11T08:13:53Z,R-Ops1,FastCargo Ltd.
CASE-0239,Air Freight Dispatch,2025-12-11T13:41:45Z,R-Ops1,FastCargo Ltd.
CASE-0239,Last Mile Delivery,2025-12-11T17:44:21Z,R-Ops1,FastCargo Ltd.
CASE-0240,Order Received,2025-07-16T13:11:00Z,R-Ops5,Deecan Roadlines
CASE-0240,Warehouse Pick & Pack,2025-07-16T14:24:48Z,R-Ops5,Deecan Roadlines
CASE-0240,Customs Clearance,2025-07-16T18:33:46Z,R-Ops5,Deecan Roadlines
CASE-0240,Truck Delivery Transport Dispatch,2025-07-17T05:54:58Z,R-Ops5,Deecan Roadlines
CASE-0240,Recycling Processing,2025-07-18T01:38:54Z,R-Ops5,Deecan Roadlines
CASE-0240,Last Mile Delivery,2025-07-18T03:12:35Z,R-Ops5,Deecan Roadlines
CASE-0241,Order Received,2025-01-28T11:00:00Z,R-Ops5,GreenFreight Ltd.
CASE-0241,Warehouse Pick & Pack,2025-01-28T12:13:36Z,R-Ops5,GreenFreight Ltd.
CASE-0241,Customs Clearance,2025-01-28T15:00:26Z,R-Ops5,GreenFreight Ltd.
CASE-0241,Road Transport Dispatch,2025-01-28T22:04:44Z,R-Ops5,GreenFreight Ltd.
CASE-0241,Last Mile Delivery,2025-01-29T19:36:34Z,R-Ops5,GreenFreight Ltd.
CASE-0242,Order Received,2025-12-30T14:31:00Z,R-Ops4,GreenFreight Ltd.
CASE-0242,Warehouse Pick & Pack,2025-12-30T15:16:03Z,R-Ops4,GreenFreight Ltd.
CASE-0242,Customs Clearance,2025-12-30T19:31:44Z,R-Ops4,GreenFreight Ltd.
CASE-0242,Road Transport Dispatch,2025-12-31T05:53:46Z,R-Ops4,GreenFreight Ltd.
CASE-0242,Recycling Processing,2025-12-31T21:13:23Z,R-Ops4,GreenFreight Ltd.
CASE-0242,Last Mile Delivery,2026-01-01T00:33:55Z,R-Ops4,GreenFreight Ltd.
CASE-0243,Order Received,2025-10-09T16:07:00Z,R-Ops4,FastCargo Ltd.
CASE-0243,Warehouse Pick & Pack,2025-10-09T17:28:32Z,R-Ops4,FastCargo Ltd.
CASE-0243,Customs Clearance,2025-10-09T20:32:50Z,R-Ops4,FastCargo Ltd.
CASE-0243,Truck Delivery Transport Dispatch,2025-10-10T04:53:31Z,R-Ops4,FastCargo Ltd.
CASE-0243,Last Mile Delivery,2025-10-11T04:18:45Z,R-Ops4,FastCargo Ltd.
CASE-0244,Order Received,2025-04-22T13:06:00Z,R-Ops5,GreenFreight Ltd.
CASE-0244,Warehouse Pick & Pack,2025-04-22T14:42:14Z,R-Ops5,GreenFreight Ltd.
CASE-0244,Customs Clearance,2025-04-22T19:19:07Z,R-Ops5,GreenFreight Ltd.
CASE-0244,Truck Delivery Transport Dispatch,2025-04-23T01:17:56Z,R-Ops5,GreenFreight Ltd.
CASE-0244,Landfill Disposal,2025-04-23T19:37:16Z,R-Ops5,GreenFreight Ltd.
CASE-0244,Last Mile Delivery,2025-04-23T20:52:55Z,R-Ops5,GreenFreight Ltd.
CASE-0245,Order Received,2025-04-18T23:37:00Z,R-Ops2,EcoLink Carriers
CASE-0245,Warehouse Pick & Pack,2025-04-19T01:09:01Z,R-Ops2,EcoLink Carriers
CASE-0245,Customs Clearance,2025-04-19T06:35:40Z,R-Ops2,EcoLink Carriers
CASE-0245,Road Transport Dispatch,2025-04-19T15:28:35Z,R-Ops2,EcoLink Carriers
CASE-0245,Last Mile Delivery,2025-04-20T12:38:17Z,R-Ops2,EcoLink Carriers
CASE-0246,Order Received,2025-10-19T11:34:00Z,R-Ops1,Deecan Roadlines
CASE-0246,Warehouse Pick & Pack,2025-10-19T12:29:17Z,R-Ops1,Deecan Roadlines
CASE-0246,Customs Clearance,2025-10-19T16:38:36Z,R-Ops1,Deecan Roadlines
CASE-0246,Air Freight Dispatch,2025-10-19T23:13:57Z,R-Ops1,Deecan Roadlines
CASE-0246,Landfill Disposal,2025-10-20T02:23:23Z,R-Ops1,Deecan Roadlines
CASE-0246,Last Mile Delivery,2025-10-20T06:20:47Z,R-Ops1,Deecan Roadlines
CASE-0247,Order Received,2025-07-30T01:17:00Z,R-Ops2,EcoLink Carriers
CASE-0247,Warehouse Pick & Pack,2025-07-30T03:05:02Z,R-Ops2,EcoLink Carriers
CASE-0247,Customs Clearance,2025-07-30T05:35:29Z,R-Ops2,EcoLink Carriers
CASE-0247,Road Transport Dispatch,2025-07-30T16:31:12Z,R-Ops2,EcoLink Carriers
CASE-0247,Last Mile Delivery,2025-07-31T14:38:02Z,R-Ops2,EcoLink Carriers
CASE-0248,Order Received,2025-03-14T18:40:00Z,R-Ops4,GreenFreight Ltd.
CASE-0248,Warehouse Pick & Pack,2025-03-14T19:34:11Z,R-Ops4,GreenFreight Ltd.
CASE-0248,Customs Clearance,2025-03-14T23:13:35Z,R-Ops4,GreenFreight Ltd.
CASE-0248,Road Transport Dispatch,2025-03-15T06:50:33Z,R-Ops4,GreenFreight Ltd.
CASE-0248,Recycling Processing,2025-03-16T06:38:37Z,R-Ops4,GreenFreight Ltd.
CASE-0248,Last Mile Delivery,2025-03-16T08:28:42Z,R-Ops4,GreenFreight Ltd.
CASE-0249,Order Received,2025-09-07T10:37:00Z,R-Ops4,SpeedJet Air Cargo
CASE-0249,Warehouse Pick & Pack,2025-09-07T11:07:13Z,R-Ops4,SpeedJet Air Cargo
CASE-0249,Customs Clearance,2025-09-07T16:13:00Z,R-Ops4,SpeedJet Air Cargo
CASE-0249,Air Freight Dispatch,2025-09-08T02:04:43Z,R-Ops4,SpeedJet Air Cargo
CASE-0249,Last Mile Delivery,2025-09-08T05:54:45Z,R-Ops4,SpeedJet Air Cargo
CASE-0250,Order Received,2025-10-01T12:13:00Z,R-Ops1,SpeedJet Air Cargo
CASE-0250,Warehouse Pick & Pack,2025-10-01T14:10:07Z,R-Ops1,SpeedJet Air Cargo
CASE-0250,Customs Clearance,2025-10-01T19:28:05Z,R-Ops1,SpeedJet Air Cargo
CASE-0250,Road Transport Dispatch,2025-10-02T03:25:33Z,R-Ops1,SpeedJet Air Cargo
CASE-0250,Last Mile Delivery,2025-10-02T21:15:42Z,R-Ops1,SpeedJet Air Cargo
CASE-0251,Order Received,2025-09-06T10:57:00Z,R-Ops5,Deecan Roadlines
CASE-0251,Warehouse Pick & Pack,2025-09-06T12:28:25Z,R-Ops5,Deecan Roadlines
CASE-0251,Customs Clearance,2025-09-06T14:40:02Z,R-Ops5,Deecan Roadlines
CASE-0251,Air Freight Dispatch,2025-09-06T19:27:50Z,R-Ops5,Deecan Roadlines
CASE-0251,Landfill Disposal,2025-09-06T23:18:08Z,R-Ops5,Deecan Roadlines
CASE-0251,Last Mile Delivery,2025-09-07T01:37:34Z,R-Ops5,Deecan Roadlines
CASE-0252,Order Received,2025-04-14T22:58:00Z,R-Ops4,EcoLink Carriers
CASE-0252,Warehouse Pick & Pack,2025-04-14T23:39:52Z,R-Ops4,EcoLink Carriers
CASE-0252,Customs Clearance,2025-04-15T04:15:52Z,R-Ops4,EcoLink Carriers
CASE-0252,Truck Delivery Transport Dispatch,2025-04-15T09:32:10Z,R-Ops4,EcoLink Carriers
CASE-0252,Last Mile Delivery,2025-04-16T06:16:35Z,R-Ops4,EcoLink Carriers
CASE-0253,Order Received,2025-07-10T21:57:00Z,R-Ops1,SpeedJet Air Cargo
CASE-0253,Warehouse Pick & Pack,2025-07-10T23:25:24Z,R-Ops1,SpeedJet Air Cargo
CASE-0253,Customs Clearance,2025-07-11T01:37:49Z,R-Ops1,SpeedJet Air Cargo
CASE-0253,Air Freight Dispatch,2025-07-11T10:38:07Z,R-Ops1,SpeedJet Air Cargo
CASE-0253,Last Mile Delivery,2025-07-11T15:39:22Z,R-Ops1,SpeedJet Air Cargo
CASE-0254,Order Received,2025-01-01T06:30:00Z,R-Ops1,EcoLink Carriers
CASE-0254,Warehouse Pick & Pack,2025-01-01T07:07:00Z,R-Ops1,EcoLink Carriers
CASE-0254,Customs Clearance,2025-01-01T11:29:29Z,R-Ops1,EcoLink Carriers
CASE-0254,Road Transport Dispatch,2025-01-01T19:38:49Z,R-Ops1,EcoLink Carriers
CASE-0254,Last Mile Delivery,2025-01-02T10:43:40Z,R-Ops1,EcoLink Carriers
CASE-0255,Order Received,2025-12-22T04:30:00Z,R-Ops4,EcoLink Carriers
CASE-0255,Warehouse Pick & Pack,2025-12-22T05:06:22Z,R-Ops4,EcoLink Carriers
CASE-0255,Customs Clearance,2025-12-22T08:38:18Z,R-Ops4,EcoLink Carriers
CASE-0255,Road Transport Dispatch,2025-12-22T18:29:04Z,R-Ops4,EcoLink Carriers
CASE-0255,Last Mile Delivery,2025-12-23T12:37:05Z,R-Ops4,EcoLink Carriers
CASE-0256,Order Received,2025-03-10T20:43:00Z,R-Ops4,Deecan Roadlines
CASE-0256,Warehouse Pick & Pack,2025-03-10T21:25:51Z,R-Ops4,Deecan Roadlines
CASE-0256,Customs Clearance,2025-03-11T01:33:10Z,R-Ops4,Deecan Roadlines
CASE-0256,Air Freight Dispatch,2025-03-11T05:37:14Z,R-Ops4,Deecan Roadlines
CASE-0256,Last Mile Delivery,2025-03-11T09:22:52Z,R-Ops4,Deecan Roadlines
CASE-0257,Order Received,2025-11-12T21:28:00Z,R-Ops4,Deecan Roadlines
CASE-0257,Warehouse Pick & Pack,2025-11-12T23:15:23Z,R-Ops4,Deecan Roadlines
CASE-0257,Customs Clearance,2025-11-13T01:36:12Z,R-Ops4,Deecan Roadlines
CASE-0257,Air Freight Dispatch,2025-11-13T06:24:25Z,R-Ops4,Deecan Roadlines
CASE-0257,Last Mile Delivery,2025-11-13T10:45:55Z,R-Ops4,Deecan Roadlines
CASE-0258,Order Received,2025-03-13T07:17:00Z,R-Ops3,GreenFreight Ltd.
CASE-0258,Warehouse Pick & Pack,2025-03-13T08:45:00Z,R-Ops3,GreenFreight Ltd.
CASE-0258,Customs Clearance,2025-03-13T11:44:34Z,R-Ops3,GreenFreight Ltd.
CASE-0258,Air Freight Dispatch,2025-03-13T20:33:03Z,R-Ops3,GreenFreight Ltd.
CASE-0258,Last Mile Delivery,2025-03-13T23:41:26Z,R-Ops3,GreenFreight Ltd.
CASE-0259,Order Received,2025-04-16T16:38:00Z,R-Ops3,EcoLink Carriers
CASE-0259,Warehouse Pick & Pack,2025-04-16T17:53:51Z,R-Ops3,EcoLink Carriers
CASE-0259,Customs Clearance,2025-04-16T22:53:20Z,R-Ops3,EcoLink Carriers
CASE-0259,Road Transport Dispatch,2025-04-17T05:15:11Z,R-Ops3,EcoLink Carriers
CASE-0259,Last Mile Delivery,2025-04-18T05:13:56Z,R-Ops3,EcoLink Carriers
CASE-0260,Order Received,2025-02-27T07:31:00Z,R-Ops4,GreenFreight Ltd.
CASE-0260,Warehouse Pick & Pack,2025-02-27T08:58:25Z,R-Ops4,GreenFreight Ltd.
CASE-0260,Customs Clearance,2025-02-27T11:15:28Z,R-Ops4,GreenFreight Ltd.
CASE-0260,Road Transport Dispatch,2025-02-27T22:22:03Z,R-Ops4,GreenFreight Ltd.
CASE-0260,Last Mile Delivery,2025-02-28T16:58:43Z,R-Ops4,GreenFreight Ltd.
CASE-0261,Order Received,2025-08-04T11:34:00Z,R-Ops5,GreenFreight Ltd.
CASE-0261,Warehouse Pick & Pack,2025-08-04T13:05:27Z,R-Ops5,GreenFreight Ltd.
CASE-0261,Customs Clearance,2025-08-04T18:08:31Z,R-Ops5,GreenFreight Ltd.
CASE-0261,Air Freight Dispatch,2025-08-05T05:46:39Z,R-Ops5,GreenFreight Ltd.
CASE-0261,Recycling Processing,2025-08-05T07:50:39Z,R-Ops5,GreenFreight Ltd.
CASE-0261,Last Mile Delivery,2025-08-05T08:57:49Z,R-Ops5,GreenFreight Ltd.
CASE-0262,Order Received,2025-09-17T09:40:00Z,R-Ops4,EcoLink Carriers
CASE-0262,Warehouse Pick & Pack,2025-09-17T11:14:08Z,R-Ops4,EcoLink Carriers
CASE-0262,Customs Clearance,2025-09-17T16:18:14Z,R-Ops4,EcoLink Carriers
CASE-0262,Road Transport Dispatch,2025-09-17T23:41:33Z,R-Ops4,EcoLink Carriers
CASE-0262,Last Mile Delivery,2025-09-18T21:05:52Z,R-Ops4,EcoLink Carriers
CASE-0263,Order Received,2025-02-12T09:05:00Z,R-Ops3,Deecan Roadlines
CASE-0263,Warehouse Pick & Pack,2025-02-12T10:21:01Z,R-Ops3,Deecan Roadlines
CASE-0263,Customs Clearance,2025-02-12T13:09:47Z,R-Ops3,Deecan Roadlines
CASE-0263,Road Transport Dispatch,2025-02-12T23:37:39Z,R-Ops3,Deecan Roadlines
CASE-0263,Last Mile Delivery,2025-02-13T18:32:05Z,R-Ops3,Deecan Roadlines
CASE-0264,Order Received,2025-12-24T13:46:00Z,R-Ops3,EcoLink Carriers
CASE-0264,Warehouse Pick & Pack,2025-12-24T15:41:48Z,R-Ops3,EcoLink Carriers
CASE-0264,Customs Clearance,2025-12-24T18:39:04Z,R-Ops3,EcoLink Carriers
CASE-0264,Truck Delivery Transport Dispatch,2025-12-25T00:36:25Z,R-Ops3,EcoLink Carriers
CASE-0264,Last Mile Delivery,2025-12-25T19:46:01Z,R-Ops3,EcoLink Carriers
CASE-0265,Order Received,2025-12-08T23:42:00Z,R-Ops3,EcoLink Carriers
CASE-0265,Warehouse Pick & Pack,2025-12-09T01:18:39Z,R-Ops3,EcoLink Carriers
CASE-0265,Customs Clearance,2025-12-09T03:47:19Z,R-Ops3,EcoLink Carriers
CASE-0265,Air Freight Dispatch,2025-12-09T13:27:07Z,R-Ops3,EcoLink Carriers
CASE-0265,Last Mile Delivery,2025-12-09T16:06:26Z,R-Ops3,EcoLink Carriers
CASE-0266,Order Received,2025-05-13T05:23:00Z,R-Ops5,FastCargo Ltd.
CASE-0266,Warehouse Pick & Pack,2025-05-13T06:04:25Z,R-Ops5,FastCargo Ltd.
CASE-0266,Customs Clearance,2025-05-13T11:11:53Z,R-Ops5,FastCargo Ltd.
CASE-0266,Truck Delivery Transport Dispatch,2025-05-13T17:20:54Z,R-Ops5,FastCargo Ltd.
CASE-0266,Incineration Disposal,2025-05-14T19:03:45Z,R-Ops5,FastCargo Ltd.
CASE-0266,Last Mile Delivery,2025-05-14T20:52:42Z,R-Ops5,FastCargo Ltd.
CASE-0267,Order Received,2025-12-31T18:40:00Z,R-Ops3,EcoLink Carriers
CASE-0267,Warehouse Pick & Pack,2025-12-31T19:16:56Z,R-Ops3,EcoLink Carriers
CASE-0267,Customs Clearance,2025-12-31T23:06:11Z,R-Ops3,EcoLink Carriers
CASE-0267,Road Transport Dispatch,2026-01-01T05:59:02Z,R-Ops3,EcoLink Carriers
CASE-0267,Last Mile Delivery,2026-01-02T02:39:10Z,R-Ops3,EcoLink Carriers
CASE-0268,Order Received,2025-10-21T21:46:00Z,R-Ops1,SpeedJet Air Cargo
CASE-0268,Warehouse Pick & Pack,2025-10-21T22:26:22Z,R-Ops1,SpeedJet Air Cargo
CASE-0268,Customs Clearance,2025-10-22T03:24:10Z,R-Ops1,SpeedJet Air Cargo
CASE-0268,Truck Delivery Transport Dispatch,2025-10-22T07:25:24Z,R-Ops1,SpeedJet Air Cargo
CASE-0268,Recycling Processing,2025-10-23T01:32:46Z,R-Ops1,SpeedJet Air Cargo
CASE-0268,Last Mile Delivery,2025-10-23T05:18:24Z,R-Ops1,SpeedJet Air Cargo
CASE-0269,Order Received,2025-10-11T22:47:00Z,R-Ops1,Deecan Roadlines
CASE-0269,Warehouse Pick & Pack,2025-10-12T00:16:00Z,R-Ops1,Deecan Roadlines
CASE-0269,Customs Clearance,2025-10-12T03:09:53Z,R-Ops1,Deecan Roadlines
CASE-0269,Truck Delivery Transport Dispatch,2025-10-12T09:09:03Z,R-Ops1,Deecan Roadlines
CASE-0269,Last Mile Delivery,2025-10-13T06:21:01Z,R-Ops1,Deecan Roadlines
CASE-0270,Order Received,2025-03-03T16:43:00Z,R-Ops3,FastCargo Ltd.
CASE-0270,Warehouse Pick & Pack,2025-03-03T18:34:10Z,R-Ops3,FastCargo Ltd.
CASE-0270,Customs Clearance,2025-03-03T21:17:13Z,R-Ops3,FastCargo Ltd.
